70,600.1,141,89,870
800,600.1,196,29,1740
887,600.1,370,595,1740
906,600.1,408,205,1740
777,600.1,150,173,1740
1043,600.1,82,429,1740
1018,600.1,32,473,1740
718,600.1,32,20,1740
931,600.1,458,597,1740
871,600.1,338,99,1740
884,600.1,364,143,1740
787,600.1,170,133,1740
802,600.1,200,151,1740
207,600.1,415,155,870
507,600.1,415,27,1740
194,600.1,389,255,870
494,600.1,389,479,1740
137,600.1,275,305,870
686,600.1,275,587,1740
183,600.1,367,375,870
483,600.1,367,457,1740
275,600.1,551,363,870
575,600.1,551,539,1740
196,600.1,393,117,870
165,600.1,331,93,870
465,600.1,331,119,1740
634,600.1,171,581,1740
385,600.1,171,72,1740
510,600.1,421,333,1740
210,600.1,421,271,870
6,600.1,13,3,870
306,600.1,13,47,870
28,600.1,57,79,870
328,600.1,57,277,870
201,600.1,403,81,870
501,600.1,403,97,1740
542,600.1,485,111,1740
242,600.1,485,345,870
493,600.1,387,113,1740
193,600.1,387,223,870
261,600.1,523,125,870
561,600.1,523,15,1740
904,600.1,404,407,1740
939,600.1,474,145,1740
978,600.1,552,233,1740
981,600.1,558,299,1740
876,600.1,348,167,1740
838,600.1,272,231,1740
476,600.1,353,189,1740
176,600.1,353,260,870
541,600.1,483,203,1740
241,600.1,483,0,870
866,600.1,328,229,1740
881,600.1,358,211,1740
882,600.1,360,251,1740
913,600.1,422,183,1740
873,600.1,342,168,1740
723,600.1,42,306,1740
1023,600.1,42,594,1740
726,600.1,48,80,1740
1026,600.1,48,23,1740
823,600.1,242,205,1740
945,600.1,486,473,1740
990,600.1,576,27,1740
778,600.1,152,463,1740
874,600.1,344,173,1740
877,600.1,350,29,1740
878,600.1,352,429,1740
880,600.1,356,597,1740
883,600.1,362,595,1740
716,600.1,28,424,1740
1016,600.1,28,20,1740
809,600.1,214,99,1740
824,600.1,244,293,1740
930,600.1,456,17,1740
728,600.1,52,105,1740
1028,600.1,52,25,1740
841,600.1,278,479,1740
856,600.1,308,587,1740
758,600.1,112,155,1740
270,600.1,541,539,870
570,600.1,541,72,1740
278,600.1,557,457,870
578,600.1,557,537,1740
379,600.1,159,123,1740
79,600.1,159,347,870
535,600.1,471,143,1740
235,600.1,471,19,870
263,600.1,527,79,870
168,600.1,337,277,870
468,600.1,337,135,1740
36,600.1,73,305,870
338,600.1,77,255,870
38,600.1,77,21,870
272,600.1,545,375,870
572,600.1,545,181,1740
161,600.1,323,3,870
461,600.1,323,289,1740
237,600.1,475,47,870
537,600.1,475,33,1740
190,600.1,381,363,870
490,600.1,381,61,1740
868,600.1,332,133,1740
748,600.1,92,151,1740
1048,600.1,92,45,1740
791,600.1,178,189,1740
754,600.1,104,407,1740
1040,600.1,76,203,1740
740,600.1,76,207,1740
998,600.1,592,145,1740
817,600.1,230,233,1740
658,600.1,219,299,1740
109,600.1,219,95,870
409,600.1,219,121,1740
93,600.1,187,63,870
642,600.1,187,185,1740
393,600.1,187,575,1740
588,600.1,577,167,1740
288,600.1,577,31,870
198,600.1,397,581,870
498,600.1,397,71,1740
671,600.1,245,231,1740
422,600.1,245,103,1740
142,600.1,285,537,870
691,600.1,285,115,1740
442,600.1,285,195,1740
157,600.1,315,117,870
457,600.1,315,157,1740
596,600.1,593,93,1740
88,600.1,177,183,870
388,600.1,177,149,1740
637,600.1,177,87,1740
911,600.1,418,229,1740
938,600.1,472,205,1740
942,600.1,480,173,1740
946,600.1,488,29,1740
993,600.1,582,395,1740
1001,600.1,598,429,1740
1003,600.1,2,211,1740
703,600.1,2,225,1740
991,600.1,578,597,1740
1010,600.1,16,306,1740
710,600.1,16,515,1740
861,600.1,318,99,1740
380,600.1,161,594,1740
80,600.1,161,163,870
629,600.1,161,51,1740
317,600.1,35,293,870
17,600.1,35,5,870
478,600.1,357,333,1740
178,600.1,357,81,870
760,600.1,116,17,1740
948,600.1,492,105,1740
988,600.1,572,113,1740
1000,600.1,596,125,1740
1035,600.1,66,111,1740
735,600.1,66,65,1740
488,600.1,377,539,1740
368,600.1,137,251,1740
617,600.1,137,287,1740
68,600.1,137,75,870
120,600.1,241,595,870
669,600.1,241,101,1740
420,600.1,241,169,1740
117,600.1,235,265,870
666,600.1,235,193,1740
417,600.1,235,461,1740
470,600.1,341,1,1740
170,600.1,341,199,870
594,600.1,589,473,1740
294,600.1,589,213,870
440,600.1,281,27,1740
140,600.1,281,311,870
689,600.1,281,239,1740
815,600.1,226,463,1740
804,600.1,204,457,1740
977,600.1,550,479,1740
746,600.1,88,339,1740
1046,600.1,88,197,1740
341,600.1,83,587,870
41,600.1,83,85,870
129,600.1,259,151,870
678,600.1,259,0,1740
429,600.1,259,295,1740
130,600.1,261,155,870
430,600.1,261,147,1740
679,600.1,261,175,1740
549,600.1,499,123,1740
249,600.1,499,237,870
1051,600.1,98,469,1740
751,600.1,98,109,1740
827,600.1,250,133,1740
839,600.1,274,79,1740
853,600.1,302,143,1740
150,600.1,301,277,870
699,600.1,301,263,1740
909,600.1,414,305,1740
763,600.1,122,255,1740
865,600.1,326,203,1740
963,600.1,522,260,1740
205,600.1,411,117,870
505,600.1,411,179,1740
1024,600.1,44,424,1740
724,600.1,44,209,1740
973,600.1,542,81,1740
731,600.1,58,299,1740
1031,600.1,58,131,1740
984,600.1,564,183,1740
812,600.1,220,167,1740
212,600.1,425,189,870
512,600.1,425,267,1740
424,600.1,249,20,1740
124,600.1,249,72,870
673,600.1,249,349,1740
540,600.1,481,205,1740
240,600.1,481,91,870
211,600.1,423,173,870
714,600.1,24,80,1740
1014,600.1,24,553,1740
814,600.1,224,407,1740
970,600.1,536,145,1740
136,600.1,273,29,870
685,600.1,273,139,1740
436,600.1,273,215,1740
243,600.1,487,429,870
543,600.1,487,405,1740
484,600.1,369,99,1740
456,600.1,313,597,1740
156,600.1,313,129,870
961,600.1,518,233,1740
890,600.1,376,239,1740
1032,600.1,60,78,1740
732,600.1,60,279,1740
1034,600.1,64,3,1740
734,600.1,64,307,1740
495,600.1,391,17,1740
195,600.1,391,221,870
842,600.1,280,105,1740
840,600.1,276,375,1740
779,600.1,154,363,1740
448,600.1,297,47,1740
148,600.1,297,211,870
697,600.1,297,247,1740
520,600.1,441,581,1740
220,600.1,441,168,870
158,600.1,317,93,870
458,600.1,317,257,1740
134,600.1,269,333,870
683,600.1,269,321,1740
434,600.1,269,327,1740
951,600.1,498,231,1740
479,600.1,359,537,1740
179,600.1,359,355,870
532,600.1,465,113,1740
986,600.1,568,595,1740
903,600.1,402,229,1740
295,600.1,591,155,870
595,600.1,591,399,1740
250,600.1,501,27,870
550,600.1,501,373,1740
208,600.1,417,111,870
508,600.1,417,419,1740
264,600.1,529,193,870
564,600.1,529,227,1740
175,600.1,351,473,870
475,600.1,351,489,1740
227,600.1,455,457,870
527,600.1,455,513,1740
833,600.1,262,395,1740
944,600.1,484,265,1740
1036,600.1,68,125,1740
736,600.1,68,165,1740
926,600.1,448,293,1740
521,600.1,443,515,1740
221,600.1,443,151,870
776,600.1,148,539,1740
830,600.1,256,251,1740
783,600.1,162,217,1740
218,600.1,437,1,870
518,600.1,437,463,1740
589,600.1,579,79,1740
289,600.1,579,479,870
162,600.1,325,123,870
462,600.1,325,543,1740
1050,600.1,96,469,1740
750,600.1,96,379,1740
1021,600.1,38,306,1740
721,600.1,38,459,1740
247,600.1,495,305,870
547,600.1,495,439,1740
248,600.1,497,277,870
548,600.1,497,493,1740
226,600.1,453,575,870
526,600.1,453,257,1740
586,600.1,573,117,1740
286,600.1,573,385,870
451,600.1,303,169,1740
151,600.1,303,143,870
700,600.1,303,409,1740
567,600.1,535,81,1740
267,600.1,535,191,870
491,600.1,383,133,1740
191,600.1,383,587,870
917,600.1,430,47,1740
720,600.1,36,29,1740
1020,600.1,36,599,1740
551,600.1,503,203,1740
251,600.1,503,427,870
454,600.1,309,211,1740
154,600.1,309,86,870
217,600.1,435,189,870
283,600.1,567,183,870
583,600.1,567,447,1740
907,600.1,410,429,1740
829,600.1,254,255,1740
972,600.1,540,299,1740
253,600.1,507,581,870
553,600.1,507,505,1740
515,600.1,431,11,1740
215,600.1,431,322,870
180,600.1,361,105,870
711,600.1,18,167,1740
1011,600.1,18,509,1740
927,600.1,450,3,1740
765,600.1,126,407,1740
897,600.1,390,107,1740
994,600.1,584,253,1740
820,600.1,236,17,1740
773,600.1,142,205,1740
164,600.1,329,173,870
464,600.1,329,291,1740
954,600.1,504,145,1740
1009,600.1,14,537,1740
709,600.1,14,521,1740
538,600.1,477,99,1740
238,600.1,477,53,870
749,600.1,94,594,1740
1049,600.1,94,401,1740
769,600.1,134,333,1740
704,600.1,4,93,1740
1004,600.1,4,555,1740
869,600.1,334,233,1740
1030,600.1,56,125,1740
730,600.1,56,583,1740
282,600.1,565,151,870
582,600.1,565,201,1740
1044,600.1,84,239,1740
744,600.1,84,243,1740
821,600.1,238,463,1740
928,600.1,452,571,1740
782,600.1,160,375,1740
983,600.1,562,363,1740
1013,600.1,22,595,1740
713,600.1,22,413,1740
725,600.1,46,469,1740
1025,600.1,46,433,1740
952,600.1,500,597,1740
974,600.1,544,479,1740
292,600.1,585,539,870
1007,600.1,10,231,1740
707,600.1,10,467,1740
962,600.1,520,155,1740
719,600.1,34,257,1740
1019,600.1,34,533,1740
949,600.1,494,229,1740
985,600.1,566,79,1740
722,600.1,40,515,1740
1022,600.1,40,547,1740
805,600.1,206,143,1740
966,600.1,528,113,1740
1029,600.1,54,251,1740
729,600.1,54,549,1740
892,600.1,380,293,1740
860,600.1,316,473,1740
816,600.1,228,225,1740
1017,600.1,30,395,1740
717,600.1,30,521,1740
1006,600.1,8,373,1740
706,600.1,8,0,1740
901,600.1,398,457,1740
819,600.1,234,47,1740
792,600.1,180,133,1740
987,600.1,570,111,1740
1048,1200.1,45,209,1740
322,1200.1,45,193,870
22,1200.1,45,117,870
291,1200.1,583,93,870
730,1200.1,583,229,1740
591,1200.1,583,231,1740
12,1200.1,25,81,870
1028,1200.1,25,99,1740
312,1200.1,25,305,870
109,1200.1,95,111,870
347,1200.1,95,123,870
37,1200.1,75,145,870
68,1200.1,75,151,870
337,1200.1,75,155,870
577,1200.1,555,173,1740
1004,1200.1,555,205,1740
277,1200.1,555,539,870
1046,1200.1,197,47,1740
398,1200.1,197,429,1740
647,1200.1,197,29,1740
133,1200.1,267,595,870
682,1200.1,267,363,1740
433,1200.1,267,79,1740
512,1200.1,267,17,1740
103,1200.1,207,293,870
652,1200.1,207,17,1740
403,1200.1,207,581,1740
740,1200.1,207,597,1740
616,1200.1,135,117,1740
67,1200.1,135,539,870
468,1200.1,135,305,1740
215,1200.1,322,123,870
863,1200.1,322,193,1740
544,1200.1,489,233,1740
244,1200.1,489,105,870
475,1200.1,489,5,1740
613,1200.1,129,597,1740
364,1200.1,129,581,1740
156,1200.1,129,21,870
64,1200.1,129,27,870
746,1200.1,339,5,1740
469,1200.1,339,29,1740
21,1200.1,43,537,870
524,1200.1,43,87,1740
321,1200.1,43,121,870
499,1200.1,399,147,1740
199,1200.1,399,201,870
595,1200.1,399,279,1740
45,1200.1,91,11,870
240,1200.1,91,355,870
345,1200.1,91,467,870
90,1200.1,181,239,870
572,1200.1,181,107,1740
639,1200.1,181,251,1740
390,1200.1,181,203,1740
576,1200.1,553,575,1740
276,1200.1,553,217,870
1014,1200.1,553,283,1740
381,1200.1,163,231,1740
80,1200.1,163,1,870
630,1200.1,163,473,1740
16,1200.1,33,79,870
537,1200.1,33,133,1740
316,1200.1,33,291,870
20,1200.1,41,479,870
320,1200.1,41,265,870
555,1200.1,41,307,1740
35,1200.1,71,229,870
498,1200.1,71,277,1740
662,1200.1,227,405,1740
564,1200.1,227,211,1740
113,1200.1,227,375,870
413,1200.1,227,547,1740
31,1200.1,63,225,870
93,1200.1,63,257,870
331,1200.1,63,469,870
342,1200.1,85,395,870
42,1200.1,85,587,870
41,1200.1,85,407,870
26,1200.1,53,167,870
326,1200.1,53,189,870
238,1200.1,53,113,870
325,1200.1,51,209,870
25,1200.1,51,255,870
629,1200.1,51,457,1740
54,1200.1,109,363,870
354,1200.1,109,125,1740
603,1200.1,109,333,1740
751,1200.1,109,279,1740
474,1200.1,349,305,1740
174,1200.1,349,121,870
673,1200.1,349,291,1740
29,1200.1,59,193,870
329,1200.1,59,27,870
559,1200.1,59,473,1740
33,1200.1,67,155,870
333,1200.1,67,143,870
459,1200.1,67,183,1740
530,1200.1,461,105,1740
417,1200.1,461,429,1740
230,1200.1,461,203,870
220,1200.1,168,151,870
768,1200.1,168,279,1740
873,1200.1,168,80,1740
786,1200.1,168,424,1740
267,1200.1,191,93,870
95,1200.1,191,457,870
395,1200.1,191,291,1740
644,1200.1,191,283,1740
554,1200.1,509,539,1740
254,1200.1,509,467,870
1011,1200.1,509,78,1740
509,1200.1,419,145,1740
209,1200.1,419,205,870
57,1200.1,115,99,870
357,1200.1,115,251,1740
606,1200.1,115,260,1740
691,1200.1,115,72,1740
173,1200.1,347,81,870
473,1200.1,347,307,1740
79,1200.1,347,0,870
519,1200.1,439,47,1740
219,1200.1,439,20,870
547,1200.1,439,306,1740
504,1200.1,409,117,1740
204,1200.1,409,87,870
700,1200.1,409,594,1740
192,1200.1,385,595,870
286,1200.1,385,72,870
131,1200.1,263,123,870
680,1200.1,263,547,1740
431,1200.1,263,306,1740
699,1200.1,263,7,1740
556,1200.1,513,203,1740
256,1200.1,513,107,870
527,1200.1,513,333,1740
9,1200.1,19,133,870
235,1200.1,19,277,870
309,1200.1,19,473,870
1015,1200.1,55,17,1740
27,1200.1,55,21,870
327,1200.1,55,183,870
423,1200.1,247,173,1740
123,1200.1,247,265,870
672,1200.1,247,469,1740
697,1200.1,247,113,1740
506,1200.1,413,407,1740
206,1200.1,413,217,870
713,1200.1,413,424,1740
163,1200.1,327,5,870
463,1200.1,327,1,1740
434,1200.1,327,375,1740
82,1200.1,165,587,870
736,1200.1,165,355,1740
382,1200.1,165,27,1740
631,1200.1,165,121,1740
348,1200.1,97,29,870
501,1200.1,97,255,1740
48,1200.1,97,189,870
78,1200.1,157,581,870
378,1200.1,157,597,1740
457,1200.1,157,125,1740
627,1200.1,157,143,1740
444,1200.1,289,293,1740
461,1200.1,289,257,1740
144,1200.1,289,467,870
693,1200.1,289,80,1740
546,1200.1,493,111,1740
246,1200.1,493,279,870
513,1200.1,427,251,1740
213,1200.1,427,211,870
251,1200.1,427,61,870
421,1200.1,243,333,1740
121,1200.1,243,253,870
670,1200.1,243,113,1740
744,1200.1,243,103,1740
332,1200.1,65,93,870
32,1200.1,65,1,870
735,1200.1,65,23,1740
229,1200.1,459,233,870
529,1200.1,459,375,1740
721,1200.1,459,31,1740
319,1200.1,39,473,870
19,1200.1,39,107,870
558,1200.1,39,201,1740
560,1200.1,521,537,1740
260,1200.1,521,291,870
709,1200.1,521,101,1740
717,1200.1,521,131,1740
435,1200.1,271,405,1740
135,1200.1,271,283,870
210,1200.1,271,189,870
684,1200.1,271,260,1740
118,1200.1,237,121,870
418,1200.1,237,143,1740
249,1200.1,237,139,870
667,1200.1,237,175,1740
155,1200.1,311,231,870
140,1200.1,311,307,870
455,1200.1,311,78,1740
623,1200.1,149,395,1740
74,1200.1,149,147,870
374,1200.1,149,183,1740
388,1200.1,149,321,1740
655,1200.1,213,125,1740
294,1200.1,213,594,870
406,1200.1,213,185,1740
617,1200.1,287,151,1740
443,1200.1,287,457,1740
143,1200.1,287,239,870
692,1200.1,287,119,1740
147,1200.1,295,205,870
696,1200.1,295,211,1740
429,1200.1,295,306,1740
659,1200.1,221,429,1740
110,1200.1,221,27,870
195,1200.1,221,424,870
410,1200.1,221,379,1740
70,1200.1,89,363,870
344,1200.1,89,469,870
407,1200.1,215,255,1740
656,1200.1,215,277,1740
107,1200.1,215,21,870
436,1200.1,215,195,1740
561,1200.1,15,189,1740
307,1200.1,15,225,870
7,1200.1,15,11,870
4,1200.1,9,479,870
304,1200.1,9,217,870
565,1200.1,9,345,1740
574,1200.1,549,167,1740
274,1200.1,549,20,870
729,1200.1,549,169,1740
566,1200.1,533,145,1740
266,1200.1,533,467,870
1019,1200.1,533,321,1740
411,1200.1,223,113,1740
193,1200.1,223,575,870
660,1200.1,223,72,1740
111,1200.1,223,505,870
599,1200.1,599,291,1740
299,1200.1,599,0,870
1020,1200.1,599,179,1740
486,1200.1,373,79,1740
1006,1200.1,373,229,1740
186,1200.1,373,401,870
550,1200.1,373,433,1740
571,1200.1,543,209,1740
271,1200.1,543,105,870
462,1200.1,543,299,1740
648,1200.1,199,155,1740
99,1200.1,199,447,870
170,1200.1,199,571,870
399,1200.1,199,463,1740
1,1200.1,3,305,870
927,1200.1,3,103,1740
161,1200.1,3,201,870
301,1200.1,3,80,870
6,1200.1,3,515,870
967,1200.1,3,131,1740
854,1200.1,3,31,1740
850,1200.1,3,463,1740
1034,1200.1,3,86,1740
50,1800.1,101,211,870
709,1800.1,101,167,1740
669,1800.1,101,147,1740
11,1800.1,23,225,870
1026,1800.1,23,81,1740
735,1800.1,23,121,1740
69,1800.1,139,111,870
685,1800.1,139,233,1740
249,1800.1,139,133,870
618,1800.1,139,203,1740
633,1800.1,169,173,1740
384,1800.1,169,537,1740
451,1800.1,169,407,1740
729,1800.1,169,229,1740
420,1800.1,169,205,1740
638,1800.1,179,123,1740
505,1800.1,179,375,1740
89,1800.1,179,539,870
389,1800.1,179,479,1740
1020,1800.1,179,47,1740
477,1800.1,355,113,1740
179,1800.1,355,231,870
177,1800.1,355,99,870
240,1800.1,355,429,870
736,1800.1,355,117,1740
608,1800.1,119,155,1740
59,1800.1,119,147,870
359,1800.1,119,597,1740
692,1800.1,119,189,1740
465,1800.1,119,255,1740
3,1800.1,7,121,870
699,1800.1,7,47,1740
303,1800.1,7,293,870
281,1800.1,7,581,870
30,1800.1,61,469,870
490,1800.1,61,595,1740
251,1800.1,61,105,870
288,1800.1,31,167,870
315,1800.1,31,203,870
15,1800.1,31,183,870
854,1800.1,31,125,1740
721,1800.1,31,363,1740
200,1800.1,401,395,870
1049,1800.1,401,305,1740
500,1800.1,401,151,1740
186,1800.1,401,79,870
489,1800.1,379,277,1740
750,1800.1,379,581,1740
189,1800.1,379,255,870
273,1800.1,547,185,870
680,1800.1,547,79,1740
413,1800.1,547,175,1740
614,1800.1,131,251,1740
365,1800.1,131,479,1740
65,1800.1,131,103,870
967,1800.1,131,253,1740
717,1800.1,131,21,1740
472,1800.1,345,5,1740
172,1800.1,345,363,870
242,1800.1,345,575,870
565,1800.1,345,107,1740
516,1800.1,433,539,1740
216,1800.1,433,257,870
1025,1800.1,433,587,1740
550,1800.1,433,193,1740
285,1800.1,571,27,870
928,1800.1,571,93,1740
585,1800.1,571,279,1740
225,1800.1,571,447,870
745,1800.1,86,81,1740
154,1800.1,86,87,870
1034,1800.1,86,11,1740
1045,1800.1,86,1,1740
552,1800.1,505,205,1740
111,1800.1,505,321,870
553,1800.1,505,291,1740
252,1800.1,505,405,870
397,1800.1,195,107,1740
97,1800.1,195,105,870
436,1800.1,195,201,1740
442,1800.1,195,209,1740
453,1800.1,307,473,1740
153,1800.1,307,515,870
140,1800.1,307,265,870
473,1800.1,307,283,1740
734,1800.1,307,239,1740
555,1800.1,307,467,1740
531,1800.1,463,133,1740
821,1800.1,463,299,1740
231,1800.1,463,333,870
518,1800.1,463,457,1740
815,1800.1,463,467,1740
733,1800.1,463,209,1740
979,1800.1,463,447,1740
778,1800.1,463,29,1740
399,1800.1,463,145,1740
850,1800.1,463,143,1740
772,1800.1,463,17,1740
1041,1800.1,78,21,1740
741,1800.1,78,217,1740
1032,1800.1,78,189,1740
1011,1800.1,78,0,1740
455,1800.1,78,72,1740
914,1800.1,424,587,1740
195,1800.1,424,1,870
786,1800.1,424,11,1740
713,1800.1,424,80,1740
1024,1800.1,424,260,1740
716,1800.1,424,20,1740
999,1800.1,594,407,1740
749,1800.1,594,293,1740
380,1800.1,594,17,1740
294,1800.1,594,306,870
700,1800.1,594,20,1740
976,1800.1,594,143,1740
343,2400.1,87,251,870
154,2400.1,87,185,870
204,2400.1,87,5,870
43,2400.1,87,405,870
637,2400.1,87,209,1740
523,2400.1,447,147,1740
223,2400.1,447,233,870
225,2400.1,447,375,870
583,2400.1,447,117,1740
979,2400.1,447,469,1740
99,2400.1,447,167,870
387,2400.1,175,587,1740
636,2400.1,175,291,1740
87,2400.1,175,211,870
413,2400.1,175,299,1740
679,2400.1,175,47,1740
466,2400.1,333,99,1740
769,2400.1,333,111,1740
421,2400.1,333,229,1740
510,2400.1,333,231,1740
231,2400.1,333,133,870
527,2400.1,333,151,1740
478,2400.1,333,363,1740
964,2400.1,333,113,1740
739,2400.1,333,595,1740
134,2400.1,333,79,870
603,2400.1,333,29,1740
400,2400.1,201,79,1740
161,2400.1,201,209,870
199,2400.1,201,293,870
558,2400.1,201,29,1740
100,2400.1,201,283,870
582,2400.1,201,173,1740
436,2400.1,201,257,1740
439,2400.1,279,473,1740
246,2400.1,279,595,870
139,2400.1,279,225,870
768,2400.1,279,107,1740
732,2400.1,279,123,1740
585,2400.1,279,537,1740
688,2400.1,279,395,1740
533,2400.1,467,167,1740
144,2400.1,467,27,870
233,2400.1,467,305,870
266,2400.1,467,155,870
555,2400.1,467,81,1740
815,2400.1,467,125,1740
707,2400.1,467,145,1740
254,2400.1,467,479,870
345,2400.1,467,539,870
460,2400.1,321,113,1740
160,2400.1,321,457,870
388,2400.1,321,581,1740
683,2400.1,321,429,1740
1019,2400.1,321,277,1740
111,2400.1,321,189,870
257,2400.1,515,121,870
722,2400.1,515,103,1740
557,2400.1,515,17,1740
153,2400.1,515,105,870
521,2400.1,515,205,1740
6,2400.1,515,539,870
710,2400.1,515,255,1740
702,2400.1,0,47,1740
1002,2400.1,0,173,1740
79,2400.1,0,257,870
299,2400.1,0,395,870
1011,2400.1,0,537,1740
706,2400.1,0,479,1740
241,2400.1,0,217,870
678,2400.1,0,253,1740
704,2400.1,93,21,1740
332,2400.1,93,405,870
928,2400.1,93,145,1740
596,2400.1,93,193,1740
291,2400.1,93,11,870
965,2400.1,93,239,1740
46,2400.1,93,265,870
267,2400.1,93,575,870
334,2400.1,93,1,870
956,2400.1,93,253,1740
346,2400.1,93,203,870
158,2400.1,93,407,870
832,2400.1,260,283,1740
963,2400.1,260,217,1740
982,2400.1,260,183,1740
176,2400.1,260,597,870
1024,2400.1,260,143,1740
684,2400.1,260,407,1740
855,2400.1,306,469,1740
1021,2400.1,306,479,1740
294,2400.1,306,203,870
1010,2400.1,306,363,1740
429,2400.1,306,151,1740
723,2400.1,306,253,1740
921,2400.1,306,255,1740
431,2400.1,306,20,1740
547,2400.1,306,72,1740
1042,2400.1,80,265,1740
301,2400.1,80,117,870
742,2400.1,80,125,1740
714,2400.1,80,81,1740
693,2400.1,80,537,1740
726,2400.1,80,395,1740
63,2400.1,80,539,870
873,2400.1,80,257,1740
471,2400.1,80,72,1740
708,2400.1,80,189,1740
705,2400.1,80,407,1740
713,2400.1,80,1,1740
51,3000.1,103,375,870
722,3000.1,103,229,1740
65,3000.1,103,185,870
927,3000.1,103,209,1740
351,3000.1,103,395,1740
600,3000.1,103,473,1740
744,3000.1,103,405,1740
287,3000.1,575,217,870
267,3000.1,575,21,870
587,3000.1,575,291,1740
576,3000.1,575,211,1740
226,3000.1,575,299,870
193,3000.1,575,253,870
393,3000.1,575,469,1740
0,3000.1,1,457,870
32,3000.1,1,595,870
300,3000.1,1,233,870
470,3000.1,1,587,1740
